id:ID	name	description
CHEBI:5383	glimepiride	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; First introduced in 1995, glimepiride is a member of the second-generation sulfonylurea (SU) drug class used for the management of type 2 diabetes mellitus (T2DM) to improve glycemic control. Type 2 diabetes is a metabolic disorder with increasing prevalences worldwide; it is characterized by insulin resistance in accordance with progressive β cell failure and long-term microvascular and macrovascular complications that lead to co-morbidities and mortalities. Sulfonylureas are one of the insulin secretagogues widely used for the management of type 2 diabetes to lower blood glucose levels. The main effect of SUs is thought to be effective when residual pancreatic β-cells are present,[A177715] as they work by stimulating the release of insulin from the pancreatic beta cells and they are also thought to exert extra-pancreatic effects, such as increasing the insulin-mediated peripheral glucose uptake.[A177709]     Glimepiride works by stimulating the secretion of insulin granules from pancreatic islet beta cells by blocking ATP-sensitive potassium channels (K<SUB>ATP</SUB> channels) and causing depolarization of the beta cells. Compared to [glipizide], another second SU drug, glimepiride has a longer duration of action. It is sometimes classified as a third-generation SU because it has larger substitutions than other second-generation SUs.[A177703] Compared to other SUs, glimepiride was associated with a lower risk of developing hypoglycemia and weight gain in clinical trials [A177709] as well as fewer cardiovascular effects than other SUs due to minimal effects on ischemic preconditioning of cardiac myocytes.[A177703] It is effective in reducing fasting plasma glucose, postprandial glucose, and glycosylated hemoglobin levels and is considered to be a useful, cost-effective treatment option for managing type 2 diabetes mellitus.[A177703] Glimepiride was approved by the Food and Drug Administration (FDA) in the United States in 1995 for the treatment of T2DM. It is commonly marketed under the brand name Amaryl as oral tablets and is typically administered once daily.
CHEBI:28052	acetohexamide	Acetohexamide is only found in individuals that have used or taken this drug. It is a sulfonylurea hypoglycemic agent that is metabolized in the liver to 1-hydrohexamide. [PubChem]Sulfonylureas such as acetohexamide bind to an ATP-dependent K<sup>+</sup> channel on the cell membrane of pancreatic beta cells. This inhibits a tonic, hyperpolarizing outflux of potassium, which causes the electric potential over the membrane to become more positive. This depolarization opens voltage-gated Ca<sup>2+</sup> channels. The rise in intracellular calcium leads to increased fusion of insulin granulae with the cell membrane, and therefore increased secretion of (pro)insulin.
UMLS:C3653361	Sulfonamides (heterocyclic), blood glucose lowering drugs	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
CHEBI:146188	glymidine	Glycodiazine is used with diet to lower blood glucose by increasing the secretion of insulin from pancreas and increasing the sensitivity of peripheral tissues to insulin. The mechanism of action of glycodiazine in lowering blood glucose appears to be dependent on stimulating the release of insulin from functioning pancreatic beta cells, and increasing sensitivity of peripheral tissues to insulin. Glycodiazine likely binds to ATP-sensitive potassium channel receptors on the pancreatic cell surface, reducing potassium conductance and causing depolarization of the membrane. Membrane depolarization stimulates calcium ion influx through voltage-sensitive calcium channels. This increase in intracellular calcium ion concentration induces the secretion of insulin. It is used for the concomitant use with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus.
UMLS:C3653313	Combinations of oral blood glucose lowering drugs	UMLS Semantic Type: STY:T121
UMLS:C3652724	phenformin and sulfonylureas	UMLS Semantic Type: STY:T121
UMLS:C3652453	metformin and sulfonylureas	UMLS Semantic Type: STY:T121
ATC:A10BD03	metformin and rosiglitazone	UMLS Semantic Type: STY:T121
ATC:A10BD04	glimepiride and rosiglitazone	UMLS Semantic Type: STY:T121
ATC:A10BD05	metformin and pioglitazone	UMLS Semantic Type: STY:T121
ATC:A10BD06	glimepiride and pioglitazone	UMLS Semantic Type: STY:T121
ATC:A10BD07	metformin and sitagliptin	UMLS Semantic Type: STY:T121
UMLS:C3652744	metformin and vildagliptin	UMLS Semantic Type: STY:T121
ATC:A10BD09	pioglitazone and alogliptin	UMLS Semantic Type: STY:T121
ATC:A10BD10	metformin and saxagliptin	UMLS Semantic Type: STY:T121
ATC:A10BD11	metformin and linagliptin	UMLS Semantic Type: STY:T121
UMLS:C3652723	pioglitazone and sitagliptin	UMLS Semantic Type: STY:T121
ATC:A10BD13	metformin and alogliptin	UMLS Semantic Type: STY:T121
ATC:A10BD14	metformin and repaglinide	UMLS Semantic Type: STY:T121
ATC:A10BD15	metformin and dapagliflozin	UMLS Semantic Type: STY:T121
ATC:A10BD16	metformin and canagliflozin	UMLS Semantic Type: STY:T121
UMLS:C3871467	metformin and acarbose	UMLS Semantic Type: STY:T121
UMLS:C3871441	metformin and gemigliptin	UMLS Semantic Type: STY:T121
ATC:A10BD19	linagliptin and empagliflozin	UMLS Semantic Type: STY:T121
ATC:A10BD20	metformin and empagliflozin	UMLS Semantic Type: STY:T121
KEGG.DRUG:D10826	Saxagliptin and dapagliflozin	UMLS Semantic Type: STY:T121
UMLS:C4542173	metformin and evogliptin	UMLS Semantic Type: STY:T121
ATC:A10BD23	metformin and ertugliflozin	UMLS Semantic Type: STY:T121
ATC:A10BD24	sitagliptin and ertugliflozin	UMLS Semantic Type: STY:T121
ATC:A10BD25	metformin, saxagliptin and dapagliflozin	UMLS Semantic Type: STY:T121
UMLS:C5432209	metformin and lobeglitazone	UMLS Semantic Type: STY:T121
ATC:A10BD27	metformin, linagliptin and empagliflozin	UMLS Semantic Type: STY:T121
UMLS:C3539108	Alpha glucosidase inhibitors, blood glucose lowering	UMLS Semantic Type: STY:T121
CHEBI:2376	acarbose	"An inhibitor of ALPHA-GLUCOSIDASES that retards the digestion and absorption of DIETARY CARBOHYDRATES in the SMALL INTESTINE.; A pseudotetrasaccharide and inhibitor of alpha-glucosidase and pancreatic alpha-amylase with antihyperglycemic activity. Acarbose binds to and inhibits alpha-glucosidase, an enteric enzyme found in the brush border of the small intestines that hydrolyzes oligosaccharides and disaccharides into glucose and other monosaccharides. This prevents the breakdown of larger carbohydrates into glucose and decreases the rise in postprandial blood glucose levels. In addition, acarbose inhibits pancreatic alpha-amylase which hydrolyzes complex starches to oligosaccharides in the small intestines.; A pseudotetrasaccharide and inhibitor of alpha-glucosidase and pancreatic alpha-amylase with antihyperglycemic activity. Acarbose binds to and inhibits alpha-glucosidase, an enteric enzyme found in the brush border of the small intestines that hydrolyzes oligosaccharides and disaccharides into glucose and other monosaccharides. This prevents the breakdown of larger carbohydrates into glucose and decreases the rise in postprandial blood glucose levels. In addition, acarbose inhibits pancreatic alpha-amylase which hydrolyzes complex starches to oligosaccharides in the small intestines. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C983"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C983"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:6935	Miglitol	"A desoxynojirimycin derivative and inhibitor of alpha-glucosidase with antihyperglycemic activity. Miglitol binds to and inhibits alpha-glucosidase, an enteric enzyme found in the brush border of the small intestines that hydrolyzes oligosaccharides and disaccharides into glucose and other monosaccharides. This prevents the breakdown of larger carbohydrates into glucose and decreases the rise in postprandial blood glucose levels. Compared to acarbose, miglitol is systemically absorbed.; A desoxynojirimycin derivative and inhibitor of alpha-glucosidase with antihyperglycemic activity. Miglitol binds to and inhibits alpha-glucosidase, an enteric enzyme found in the brush border of the small intestines that hydrolyzes oligosaccharides and disaccharides into glucose and other monosaccharides. This prevents the breakdown of larger carbohydrates into glucose and decreases the rise in postprandial blood glucose levels. Compared to acarbose, miglitol is systemically absorbed. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C61847"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C61847"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:32300	Voglibose	Voglibose is only found in individuals that have used or taken this drug. Voglibose (INN and USAN) is an alpha-glucosidase inhibitor used for lowering post-prandial blood glucose levels in people with diabetes mellitus. It is made in India by Ranbaxy Labs and sold under the trade name Volix. [Wikipedia]Alpha-glucosidase inhibitors are saccharides that act as competitive inhibitors of enzymes needed to digest carbohydrates: specifically alpha-glucosidase enzymes in the brush border of the small intestines. The membrane-bound intestinal alpha-glucosidases hydrolyze oligosaccharides, trisaccharides, and disaccharides to glucose and other monosaccharides in the small intestine. Acarbose also blocks pancreatic alpha-amylase in addition to inhibiting membrane-bound alpha-glucosidases. Pancreatic alpha-amylase hydrolyzes complex starches to oligosaccharides in the lumen of the small intestine. Inhibition of these enzyme systems reduces the rate of digestion of complex carbohydrates. Less glucose is absorbed because the carbohydrates are not broken down into glucose molecules. In diabetic patients, the short-term effect of these drugs therapies is to decrease current blood glucose levels: the long term effect is a small reduction in hemoglobin-A1c level. (From Drug Therapy in Nursing, 2nd ed)
UMLS:C3541957	Thiazolidinediones, blood glucose lowering drugs	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
CHEBI:9753	troglitazone	"An orally-active thiazolidinedione with antidiabetic and hepatotoxic properties and potential antineoplastic activity. Troglitazone activates peroxisome proliferator-activated receptor gamma (PPAR-gamma), a ligand-activated transcription factor, thereby inducing cell differentiation and inhibiting cell growth and angiogenesis. This agent also modulates the transcription of insulin-responsive genes, inhibits macrophage and monocyte activation, and stimulates adipocyte differentiation. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C1522"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C1522"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
